event_a,event_b,correlation,mean_abs_delta_db
1782605969288_blow_normal_event3_peak4.710s,1782608163117_failed_blow_event1_peak2.418s,-0.357532,21.056698
1782605969288_blow_normal_event3_peak4.710s,1782608163117_failed_blow_event2_peak3.891s,-0.617521,22.996711
1782605969288_blow_normal_event3_peak4.710s,1782608163117_failed_blow_event3_peak5.526s,0.178060,22.074039
1782605969288_blow_normal_event3_peak4.710s,1782608178054_failed_blow_event1_peak4.359s,0.005146,24.269561
1782605969288_blow_normal_event3_peak4.710s,1782608178054_failed_blow_event2_peak5.668s,-0.075197,22.087347
1782605969288_blow_normal_event3_peak4.710s,1782608187004_failed_blow_event1_peak1.100s,0.294316,19.235335
1782605969288_blow_normal_event3_peak4.710s,1782608187004_failed_blow_event2_peak1.558s,0.392189,17.113320
1782605969288_blow_normal_event3_peak4.710s,1782608187004_failed_blow_event3_peak2.068s,-0.217767,22.773688
1782605969288_blow_normal_event3_peak4.710s,1782608187004_failed_blow_event4_peak2.942s,0.167693,21.034258
1782605969288_blow_normal_event3_peak4.710s,1782608191941_failed_blow_event1_peak9.470s,0.844124,18.477930
1782605969288_blow_normal_event3_peak4.710s,1782608203595_failed_blow_event1_peak0.995s,-0.446292,22.094049
1782605969288_blow_normal_event3_peak4.710s,1782608212532_failed_blow_event1_peak0.879s,0.128965,16.602796
1782605969288_blow_normal_event3_peak4.710s,1782608212532_failed_blow_event2_peak2.243s,0.113069,16.761242
1782605969288_blow_normal_event3_peak4.710s,1782608212532_failed_blow_event3_peak3.127s,0.921162,8.955139
1782605969288_blow_normal_event3_peak4.710s,1782608212532_failed_blow_event4_peak3.438s,0.337208,16.969092
1782605969288_blow_normal_event3_peak4.710s,1782608212532_failed_blow_event5_peak4.624s,0.344156,17.102728
1782605969288_blow_normal_event3_peak4.710s,1782608212532_failed_blow_event6_peak5.691s,0.620054,11.776913
1782605969288_blow_normal_event3_peak4.710s,1782608212532_failed_blow_event7_peak7.187s,0.436664,14.150941
1782605969288_blow_normal_event3_peak4.710s,1782608212532_failed_blow_event8_peak8.017s,0.636533,11.756091
1782605969288_blow_normal_event3_peak4.710s,1782608683432_failed_blow_event1_peak0.850s,0.916107,7.762114
1782605956239_blow_close_event1_peak0.926s,1782605956239_blow_close_event2_peak2.629s,0.912993,7.574010
1782605956239_blow_close_event1_peak0.926s,1782605956239_blow_close_event3_peak4.246s,0.901856,10.270608
1782605956239_blow_close_event1_peak0.926s,1782605976563_blow_normal_event1_peak0.764s,0.854036,8.910761
1782605956239_blow_close_event1_peak0.926s,1782605976563_blow_normal_event2_peak1.850s,0.860727,8.863124
1782605956239_blow_close_event1_peak0.926s,1782605976563_blow_normal_event3_peak3.146s,0.900210,7.370514
1782605956239_blow_close_event1_peak0.926s,1658418658392_blow_close_event1_peak0.904s,0.913202,10.065457
1782605956239_blow_close_event1_peak0.926s,1658418658392_blow_close_event2_peak2.202s,0.831042,11.310243
1782605956239_blow_close_event1_peak0.926s,1658418658392_blow_close_event3_peak3.530s,0.815543,13.245665
1782605956239_blow_close_event1_peak0.926s,1658418658392_blow_close_event4_peak4.943s,0.887740,12.583740
1782605956239_blow_close_event1_peak0.926s,1658418658392_blow_close_event5_peak6.390s,0.813431,9.466413
1782605956239_blow_close_event1_peak0.926s,1782608588636_blow_normal_event1_peak3.313s,0.931556,8.594228
1782605956239_blow_close_event1_peak0.926s,1782608588636_blow_normal_event2_peak4.431s,0.915130,7.825087
1782605956239_blow_close_event1_peak0.926s,1782608588636_blow_normal_event3_peak5.546s,0.895899,13.544284
1782605956239_blow_close_event1_peak0.926s,1782608596442_blow_normal_event1_peak1.342s,0.930680,10.045663
1782605956239_blow_close_event1_peak0.926s,1782608600090_blow_normal_event1_peak1.465s,0.902475,9.981216
1782605956239_blow_close_event1_peak0.926s,1782608602965_blow_normal_event1_peak1.012s,0.874979,9.722368
1782605956239_blow_close_event1_peak0.926s,1782608605517_blow_normal_event1_peak1.450s,0.898642,8.353807
1782605956239_blow_close_event1_peak0.926s,1782608608865_blow_normal_event1_peak1.042s,0.874985,10.158142
1782605956239_blow_close_event1_peak0.926s,1782608611657_blow_normal_event1_peak1.081s,0.899085,10.311362
1782605956239_blow_close_event1_peak0.926s,1782608614338_blow_normal_event1_peak0.897s,0.880807,8.697881
1782605956239_blow_close_event1_peak0.926s,1782608616573_blow_normal_event1_peak1.126s,0.865823,7.696627
1782605956239_blow_close_event1_peak0.926s,1782608618931_blow_normal_event1_peak0.969s,0.927415,10.231507
1782605956239_blow_close_event1_peak0.926s,1782608645573_blow_normal_event1_peak1.074s,0.873950,8.923265
1782605956239_blow_close_event1_peak0.926s,1782608649116_blow_normal_event1_peak0.873s,0.823764,10.257417
1782605956239_blow_close_event1_peak0.926s,1782608657180_blow_normal_event1_peak1.144s,0.857351,8.620808
1782605956239_blow_close_event1_peak0.926s,1782608662652_blow_normal_event1_peak1.139s,0.853219,9.021326
1782605956239_blow_close_event1_peak0.926s,1782608664944_blow_normal_event1_peak0.935s,0.854718,11.153881
1782605956239_blow_close_event1_peak0.926s,1782608667017_blow_normal_event1_peak1.003s,0.881996,8.103390
1782605956239_blow_close_event1_peak0.926s,1782608668892_blow_normal_event1_peak1.012s,0.851101,9.128506
1782605956239_blow_close_event1_peak0.926s,1782608670794_blow_normal_event1_peak0.934s,0.882829,7.776186
1782605956239_blow_close_event1_peak0.926s,1782608672740_blow_normal_event1_peak0.992s,0.852321,11.621731
1782605956239_blow_close_event1_peak0.926s,1782608677735_blow_normal_event1_peak0.843s,0.902544,10.559029
1782605956239_blow_close_event1_peak0.926s,1782608679544_blow_normal_event1_peak0.746s,0.872276,8.069473
1782605956239_blow_close_event1_peak0.926s,1782605965032_blow_close_event1_peak0.117s,0.271681,25.458603
1782605956239_blow_close_event1_peak0.926s,1782605965032_blow_close_event2_peak1.201s,0.864671,8.705686
1782605956239_blow_close_event1_peak0.926s,1782605965032_blow_close_event3_peak2.431s,0.816115,9.249544
1782605956239_blow_close_event1_peak0.926s,1782606063167_failed_blow_event1_peak5.756s,0.869441,11.157688
1782605956239_blow_close_event1_peak0.926s,1658418647612_blow_normal_event1_peak0.402s,0.839645,8.632390
1782605956239_blow_close_event1_peak0.926s,1658418647612_blow_normal_event2_peak2.207s,0.799484,10.913377
1782605956239_blow_close_event1_peak0.926s,1658418647612_blow_normal_event3_peak3.536s,0.841348,8.260005
1782605956239_blow_close_event1_peak0.926s,1658418647612_blow_normal_event4_peak4.765s,0.857758,10.283184
1782605956239_blow_close_event1_peak0.926s,1658418647612_blow_normal_event5_peak7.402s,0.895394,7.265270
1782605956239_blow_close_event1_peak0.926s,1782608426130_failed_blow_event1_peak0.018s,0.858882,13.250324
1782605956239_blow_close_event1_peak0.926s,1782608426130_failed_blow_event2_peak1.056s,0.716209,10.909817
1782605956239_blow_close_event1_peak0.926s,1782608432269_failed_blow_event1_peak0.799s,0.495283,19.152933
1782605956239_blow_close_event1_peak0.926s,1782608432269_failed_blow_event2_peak1.919s,0.605501,21.316804
1782605956239_blow_close_event1_peak0.926s,1782608432269_failed_blow_event3_peak2.872s,0.276871,20.183329
1782605956239_blow_close_event1_peak0.926s,1782608436951_failed_blow_event1_peak1.043s,0.231297,23.272930
1782605956239_blow_close_event1_peak0.926s,1782608436951_failed_blow_event2_peak1.703s,-0.112782,21.038406
1782605956239_blow_close_event1_peak0.926s,1782608436951_failed_blow_event3_peak2.458s,0.941440,7.508363
1782605956239_blow_close_event1_peak0.926s,1782608436951_failed_blow_event4_peak3.693s,0.408518,20.943005
1782605956239_blow_close_event1_peak0.926s,1782608441920_failed_blow_event1_peak10.579s,0.633171,19.153691
1782605956239_blow_close_event1_peak0.926s,1782608453936_failed_blow_event1_peak2.174s,0.246966,22.382884
1782605956239_blow_close_event1_peak0.926s,1782608453936_failed_blow_event2_peak4.632s,0.829420,13.688780
1782605956239_blow_close_event1_peak0.926s,1782608460487_failed_blow_event1_peak3.184s,0.409247,16.623728
1782605956239_blow_close_event1_peak0.926s,1782608460487_failed_blow_event2_peak5.372s,0.438268,15.728005
1782605956239_blow_close_event1_peak0.926s,1782608460487_failed_blow_event3_peak7.802s,0.640401,15.487853
1782605956239_blow_close_event1_peak0.926s,1782608469432_failed_blow_event1_peak1.335s,0.520055,15.359994
1782605956239_blow_close_event1_peak0.926s,1782608469432_failed_blow_event2_peak3.676s,0.166999,17.708634
1782605956239_blow_close_event1_peak0.926s,1782608469432_failed_blow_event3_peak6.212s,-0.585157,23.119603
1782605956239_blow_close_event1_peak0.926s,1782608469432_failed_blow_event4_peak8.373s,-0.150435,19.721395
1782605956239_blow_close_event1_peak0.926s,1782608469432_failed_blow_event5_peak9.854s,-0.437763,21.179816
1782605956239_blow_close_event1_peak0.926s,1782608469432_failed_blow_event6_peak11.059s,-0.256036,21.374296
1782605956239_blow_close_event1_peak0.926s,1782608144876_failed_blow_event1_peak1.226s,0.507127,15.566803
1782605956239_blow_close_event1_peak0.926s,1782608147589_failed_blow_event1_peak1.373s,0.184171,18.143575
1782605956239_blow_close_event1_peak0.926s,1782608150662_failed_blow_event1_peak1.433s,0.603780,12.326393
1782605956239_blow_close_event1_peak0.926s,1782608150662_failed_blow_event2_peak2.805s,0.744272,11.354773
1782605956239_blow_close_event1_peak0.926s,1782608150662_failed_blow_event3_peak4.547s,0.556684,13.996046
1782605956239_blow_close_event1_peak0.926s,1782608150662_failed_blow_event4_peak7.191s,-0.770261,27.129601
1782605956239_blow_close_event1_peak0.926s,1782608160173_failed_blow_event1_peak1.211s,-0.228633,22.138982
1782605956239_blow_close_event1_peak0.926s,1782608163117_failed_blow_event1_peak2.418s,-0.322936,21.369437
1782605956239_blow_close_event1_peak0.926s,1782608163117_failed_blow_event2_peak3.891s,-0.544792,23.318918
1782605956239_blow_close_event1_peak0.926s,1782608163117_failed_blow_event3_peak5.526s,0.137442,24.529594
1782605956239_blow_close_event1_peak0.926s,1782608178054_failed_blow_event1_peak4.359s,-0.061949,27.554833
1782605956239_blow_close_event1_peak0.926s,1782608178054_failed_blow_event2_peak5.668s,-0.204793,24.007650
1782605956239_blow_close_event1_peak0.926s,1782608187004_failed_blow_event1_peak1.100s,0.047271,22.358670
1782605956239_blow_close_event1_peak0.926s,1782608187004_failed_blow_event2_peak1.558s,0.229119,20.003191
1782605956239_blow_close_event1_peak0.926s,1782608187004_failed_blow_event3_peak2.068s,-0.206606,22.862549
1782605956239_blow_close_event1_peak0.926s,1782608187004_failed_blow_event4_peak2.942s,0.122693,23.219985
1782605956239_blow_close_event1_peak0.926s,1782608191941_failed_blow_event1_peak9.470s,0.822759,22.573769
1782605956239_blow_close_event1_peak0.926s,1782608203595_failed_blow_event1_peak0.995s,-0.592409,22.702007
1782605956239_blow_close_event1_peak0.926s,1782608212532_failed_blow_event1_peak0.879s,0.167878,17.398167
1782605956239_blow_close_event1_peak0.926s,1782608212532_failed_blow_event2_peak2.243s,0.093117,17.495978
1782605956239_blow_close_event1_peak0.926s,1782608212532_failed_blow_event3_peak3.127s,0.849044,9.166213
1782605956239_blow_close_event1_peak0.926s,1782608212532_failed_blow_event4_peak3.438s,0.366820,19.078788
1782605956239_blow_close_event1_peak0.926s,1782608212532_failed_blow_event5_peak4.624s,0.416201,19.143028
1782605956239_blow_close_event1_peak0.926s,1782608212532_failed_blow_event6_peak5.691s,0.559666,13.872049
1782605956239_blow_close_event1_peak0.926s,1782608212532_failed_blow_event7_peak7.187s,0.452861,16.482456
1782605956239_blow_close_event1_peak0.926s,1782608212532_failed_blow_event8_peak8.017s,0.692187,11.829112
1782605956239_blow_close_event1_peak0.926s,1782608683432_failed_blow_event1_peak0.850s,0.904730,8.267130
1782605956239_blow_close_event2_peak2.629s,1782605956239_blow_close_event3_peak4.246s,0.932574,5.547112
1782605956239_blow_close_event2_peak2.629s,1782605976563_blow_normal_event1_peak0.764s,0.861952,8.116153
1782605956239_blow_close_event2_peak2.629s,1782605976563_blow_normal_event2_peak1.850s,0.886898,6.470993
1782605956239_blow_close_event2_peak2.629s,1782605976563_blow_normal_event3_peak3.146s,0.917411,8.357525
1782605956239_blow_close_event2_peak2.629s,1658418658392_blow_close_event1_peak0.904s,0.866747,6.842120
1782605956239_blow_close_event2_peak2.629s,1658418658392_blow_close_event2_peak2.202s,0.784391,8.454826
1782605956239_blow_close_event2_peak2.629s,1658418658392_blow_close_event3_peak3.530s,0.775840,10.154736
1782605956239_blow_close_event2_peak2.629s,1658418658392_blow_close_event4_peak4.943s,0.873190,8.583942
1782605956239_blow_close_event2_peak2.629s,1658418658392_blow_close_event5_peak6.390s,0.774515,8.939142
1782605956239_blow_close_event2_peak2.629s,1782608588636_blow_normal_event1_peak3.313s,0.926016,11.988397
1782605956239_blow_close_event2_peak2.629s,1782608588636_blow_normal_event2_peak4.431s,0.913461,7.619311
1782605956239_blow_close_event2_peak2.629s,1782608588636_blow_normal_event3_peak5.546s,0.886386,18.461156
1782605956239_blow_close_event2_peak2.629s,1782608596442_blow_normal_event1_peak1.342s,0.903563,13.415126
1782605956239_blow_close_event2_peak2.629s,1782608600090_blow_normal_event1_peak1.465s,0.922546,10.278103
1782605956239_blow_close_event2_peak2.629s,1782608602965_blow_normal_event1_peak1.012s,0.892323,8.181410
1782605956239_blow_close_event2_peak2.629s,1782608605517_blow_normal_event1_peak1.450s,0.904842,8.540919
1782605956239_blow_close_event2_peak2.629s,1782608608865_blow_normal_event1_peak1.042s,0.902841,9.753243
1782605956239_blow_close_event2_peak2.629s,1782608611657_blow_normal_event1_peak1.081s,0.927374,10.367037
1782605956239_blow_close_event2_peak2.629s,1782608614338_blow_normal_event1_peak0.897s,0.892401,10.164102
1782605956239_blow_close_event2_peak2.629s,1782608616573_blow_normal_event1_peak1.126s,0.866666,8.062486
1782605956239_blow_close_event2_peak2.629s,1782608618931_blow_normal_event1_peak0.969s,0.898053,15.404946
1782605956239_blow_close_event2_peak2.629s,1782608645573_blow_normal_event1_peak1.074s,0.921130,8.263052
1782605956239_blow_close_event2_peak2.629s,1782608649116_blow_normal_event1_peak0.873s,0.856450,7.328241
1782605956239_blow_close_event2_peak2.629s,1782608657180_blow_normal_event1_peak1.144s,0.925059,6.446751
1782605956239_blow_close_event2_peak2.629s,1782608662652_blow_normal_event1_peak1.139s,0.908883,8.094345
1782605956239_blow_close_event2_peak2.629s,1782608664944_blow_normal_event1_peak0.935s,0.915137,6.549204
1782605956239_blow_close_event2_peak2.629s,1782608667017_blow_normal_event1_peak1.003s,0.936237,6.220603
1782605956239_blow_close_event2_peak2.629s,1782608668892_blow_normal_event1_peak1.012s,0.841002,7.590513
1782605956239_blow_close_event2_peak2.629s,1782608670794_blow_normal_event1_peak0.934s,0.893462,6.738585
1782605956239_blow_close_event2_peak2.629s,1782608672740_blow_normal_event1_peak0.992s,0.848581,7.420140
1782605956239_blow_close_event2_peak2.629s,1782608677735_blow_normal_event1_peak0.843s,0.932508,12.650034
1782605956239_blow_close_event2_peak2.629s,1782608679544_blow_normal_event1_peak0.746s,0.877016,7.482790
1782605956239_blow_close_event2_peak2.629s,1782605965032_blow_close_event1_peak0.117s,0.368171,19.283751
1782605956239_blow_close_event2_peak2.629s,1782605965032_blow_close_event2_peak1.201s,0.888131,6.582312
1782605956239_blow_close_event2_peak2.629s,1782605965032_blow_close_event3_peak2.431s,0.814471,8.954639
1782605956239_blow_close_event2_peak2.629s,1782606063167_failed_blow_event1_peak5.756s,0.907140,7.935510
1782605956239_blow_close_event2_peak2.629s,1658418647612_blow_normal_event1_peak0.402s,0.803649,8.982710
1782605956239_blow_close_event2_peak2.629s,1658418647612_blow_normal_event2_peak2.207s,0.734352,9.476910
1782605956239_blow_close_event2_peak2.629s,1658418647612_blow_normal_event3_peak3.536s,0.813834,8.965257
1782605956239_blow_close_event2_peak2.629s,1658418647612_blow_normal_event4_peak4.765s,0.848420,7.437047
1782605956239_blow_close_event2_peak2.629s,1658418647612_blow_normal_event5_peak7.402s,0.876648,8.040840
1782605956239_blow_close_event2_peak2.629s,1782608426130_failed_blow_event1_peak0.018s,0.790420,9.211521
1782605956239_blow_close_event2_peak2.629s,1782608426130_failed_blow_event2_peak1.056s,0.778812,9.997308
1782605956239_blow_close_event2_peak2.629s,1782608432269_failed_blow_event1_peak0.799s,0.672852,12.778742
1782605956239_blow_close_event2_peak2.629s,1782608432269_failed_blow_event2_peak1.919s,0.641980,15.734617
1782605956239_blow_close_event2_peak2.629s,1782608432269_failed_blow_event3_peak2.872s,0.356665,15.067769
1782605956239_blow_close_event2_peak2.629s,1782608436951_failed_blow_event1_peak1.043s,0.312391,17.587075
1782605956239_blow_close_event2_peak2.629s,1782608436951_failed_blow_event2_peak1.703s,-0.111050,18.144334
1782605956239_blow_close_event2_peak2.629s,1782608436951_failed_blow_event3_peak2.458s,0.951249,8.385269
1782605956239_blow_close_event2_peak2.629s,1782608436951_failed_blow_event4_peak3.693s,0.412545,16.023247
1782605956239_blow_close_event2_peak2.629s,1782608441920_failed_blow_event1_peak10.579s,0.689721,23.611752
1782605956239_blow_close_event2_peak2.629s,1782608453936_failed_blow_event1_peak2.174s,0.254500,24.629454
1782605956239_blow_close_event2_peak2.629s,1782608453936_failed_blow_event2_peak4.632s,0.823640,9.469781
1782605956239_blow_close_event2_peak2.629s,1782608460487_failed_blow_event1_peak3.184s,0.370044,15.614276
1782605956239_blow_close_event2_peak2.629s,1782608460487_failed_blow_event2_peak5.372s,0.434334,12.995658
1782605956239_blow_close_event2_peak2.629s,1782608460487_failed_blow_event3_peak7.802s,0.658862,16.596960
1782605956239_blow_close_event2_peak2.629s,1782608469432_failed_blow_event1_peak1.335s,0.646370,11.676217
