event_a,event_b,correlation,mean_abs_delta_db
1782608657180_blow_normal_event1_peak1.144s,1782608187004_failed_blow_event3_peak2.068s,-0.049992,22.217797
1782608657180_blow_normal_event1_peak1.144s,1782608187004_failed_blow_event4_peak2.942s,0.095106,20.639313
1782608657180_blow_normal_event1_peak1.144s,1782608191941_failed_blow_event1_peak9.470s,0.788939,19.797539
1782608657180_blow_normal_event1_peak1.144s,1782608203595_failed_blow_event1_peak0.995s,-0.571529,23.343407
1782608657180_blow_normal_event1_peak1.144s,1782608212532_failed_blow_event1_peak0.879s,0.335115,17.148237
1782608657180_blow_normal_event1_peak1.144s,1782608212532_failed_blow_event2_peak2.243s,0.262290,17.428379
1782608657180_blow_normal_event1_peak1.144s,1782608212532_failed_blow_event3_peak3.127s,0.804201,11.724004
1782608657180_blow_normal_event1_peak1.144s,1782608212532_failed_blow_event4_peak3.438s,0.573352,15.571961
1782608657180_blow_normal_event1_peak1.144s,1782608212532_failed_blow_event5_peak4.624s,0.513298,17.255424
1782608657180_blow_normal_event1_peak1.144s,1782608212532_failed_blow_event6_peak5.691s,0.663227,13.053320
1782608657180_blow_normal_event1_peak1.144s,1782608212532_failed_blow_event7_peak7.187s,0.589177,14.499575
1782608657180_blow_normal_event1_peak1.144s,1782608212532_failed_blow_event8_peak8.017s,0.814989,10.234815
1782608657180_blow_normal_event1_peak1.144s,1782608683432_failed_blow_event1_peak0.850s,0.918083,7.895236
1782608662652_blow_normal_event1_peak1.139s,1782608664944_blow_normal_event1_peak0.935s,0.937316,9.290072
1782608662652_blow_normal_event1_peak1.139s,1782608667017_blow_normal_event1_peak1.003s,0.882248,8.407954
1782608662652_blow_normal_event1_peak1.139s,1782608668892_blow_normal_event1_peak1.012s,0.805316,11.025977
1782608662652_blow_normal_event1_peak1.139s,1782608670794_blow_normal_event1_peak0.934s,0.905469,6.848479
1782608662652_blow_normal_event1_peak1.139s,1782608672740_blow_normal_event1_peak0.992s,0.794736,13.240074
1782608662652_blow_normal_event1_peak1.139s,1782608677735_blow_normal_event1_peak0.843s,0.861373,11.335232
1782608662652_blow_normal_event1_peak1.139s,1782608679544_blow_normal_event1_peak0.746s,0.861065,9.477986
1782608662652_blow_normal_event1_peak1.139s,1782605965032_blow_close_event1_peak0.117s,0.503022,23.164691
1782608662652_blow_normal_event1_peak1.139s,1782605965032_blow_close_event2_peak1.201s,0.834652,9.710654
1782608662652_blow_normal_event1_peak1.139s,1782605965032_blow_close_event3_peak2.431s,0.769547,11.147252
1782608662652_blow_normal_event1_peak1.139s,1782606063167_failed_blow_event1_peak5.756s,0.919471,10.013878
1782608662652_blow_normal_event1_peak1.139s,1658418647612_blow_normal_event1_peak0.402s,0.720354,11.941664
1782608662652_blow_normal_event1_peak1.139s,1658418647612_blow_normal_event2_peak2.207s,0.697320,12.396858
1782608662652_blow_normal_event1_peak1.139s,1658418647612_blow_normal_event3_peak3.536s,0.715930,12.008522
1782608662652_blow_normal_event1_peak1.139s,1658418647612_blow_normal_event4_peak4.765s,0.804623,11.699115
1782608662652_blow_normal_event1_peak1.139s,1658418647612_blow_normal_event5_peak7.402s,0.818523,9.800278
1782608662652_blow_normal_event1_peak1.139s,1782608426130_failed_blow_event1_peak0.018s,0.772095,13.903437
1782608662652_blow_normal_event1_peak1.139s,1782608426130_failed_blow_event2_peak1.056s,0.815444,9.440222
1782608662652_blow_normal_event1_peak1.139s,1782608432269_failed_blow_event1_peak0.799s,0.683415,16.274430
1782608662652_blow_normal_event1_peak1.139s,1782608432269_failed_blow_event2_peak1.919s,0.642219,19.568208
1782608662652_blow_normal_event1_peak1.139s,1782608432269_failed_blow_event3_peak2.872s,0.347143,17.933480
1782608662652_blow_normal_event1_peak1.139s,1782608436951_failed_blow_event1_peak1.043s,0.386378,20.488083
1782608662652_blow_normal_event1_peak1.139s,1782608436951_failed_blow_event2_peak1.703s,-0.002006,21.042241
1782608662652_blow_normal_event1_peak1.139s,1782608436951_failed_blow_event3_peak2.458s,0.902833,8.874727
1782608662652_blow_normal_event1_peak1.139s,1782608436951_failed_blow_event4_peak3.693s,0.470915,19.572133
1782608662652_blow_normal_event1_peak1.139s,1782608441920_failed_blow_event1_peak10.579s,0.756658,18.622944
1782608662652_blow_normal_event1_peak1.139s,1782608453936_failed_blow_event1_peak2.174s,0.264358,23.245650
1782608662652_blow_normal_event1_peak1.139s,1782608453936_failed_blow_event2_peak4.632s,0.824865,13.346501
1782608662652_blow_normal_event1_peak1.139s,1782608460487_failed_blow_event1_peak3.184s,0.551854,14.829982
1782608662652_blow_normal_event1_peak1.139s,1782608460487_failed_blow_event2_peak5.372s,0.506790,14.620118
1782608662652_blow_normal_event1_peak1.139s,1782608460487_failed_blow_event3_peak7.802s,0.776318,11.932893
1782608662652_blow_normal_event1_peak1.139s,1782608469432_failed_blow_event1_peak1.335s,0.695386,12.665963
1782608662652_blow_normal_event1_peak1.139s,1782608469432_failed_blow_event2_peak3.676s,0.431570,16.763103
1782608662652_blow_normal_event1_peak1.139s,1782608469432_failed_blow_event3_peak6.212s,-0.715397,23.818300
1782608662652_blow_normal_event1_peak1.139s,1782608469432_failed_blow_event4_peak8.373s,-0.210911,20.190782
1782608662652_blow_normal_event1_peak1.139s,1782608469432_failed_blow_event5_peak9.854s,-0.612012,22.206382
1782608662652_blow_normal_event1_peak1.139s,1782608469432_failed_blow_event6_peak11.059s,-0.421639,22.328078
1782608662652_blow_normal_event1_peak1.139s,1782608144876_failed_blow_event1_peak1.226s,0.579412,15.528106
1782608662652_blow_normal_event1_peak1.139s,1782608147589_failed_blow_event1_peak1.373s,0.439101,16.240206
1782608662652_blow_normal_event1_peak1.139s,1782608150662_failed_blow_event1_peak1.433s,0.535456,14.244617
1782608662652_blow_normal_event1_peak1.139s,1782608150662_failed_blow_event2_peak2.805s,0.810314,9.579930
1782608662652_blow_normal_event1_peak1.139s,1782608150662_failed_blow_event3_peak4.547s,0.533741,14.453047
1782608662652_blow_normal_event1_peak1.139s,1782608150662_failed_blow_event4_peak7.191s,-0.770960,27.942768
1782608662652_blow_normal_event1_peak1.139s,1782608160173_failed_blow_event1_peak1.211s,-0.192319,21.387272
1782608662652_blow_normal_event1_peak1.139s,1782608163117_failed_blow_event1_peak2.418s,-0.235394,21.210893
1782608662652_blow_normal_event1_peak1.139s,1782608163117_failed_blow_event2_peak3.891s,-0.498022,22.185316
1782608662652_blow_normal_event1_peak1.139s,1782608163117_failed_blow_event3_peak5.526s,0.276408,22.349385
1782608662652_blow_normal_event1_peak1.139s,1782608178054_failed_blow_event1_peak4.359s,0.122028,25.382798
1782608662652_blow_normal_event1_peak1.139s,1782608178054_failed_blow_event2_peak5.668s,0.088876,20.741355
1782608662652_blow_normal_event1_peak1.139s,1782608187004_failed_blow_event1_peak1.100s,0.276814,18.957936
1782608662652_blow_normal_event1_peak1.139s,1782608187004_failed_blow_event2_peak1.558s,0.386975,17.819262
1782608662652_blow_normal_event1_peak1.139s,1782608187004_failed_blow_event3_peak2.068s,0.074348,20.980246
1782608662652_blow_normal_event1_peak1.139s,1782608187004_failed_blow_event4_peak2.942s,0.232176,20.543899
1782608662652_blow_normal_event1_peak1.139s,1782608191941_failed_blow_event1_peak9.470s,0.837025,21.684962
1782608662652_blow_normal_event1_peak1.139s,1782608203595_failed_blow_event1_peak0.995s,-0.585833,22.627847
1782608662652_blow_normal_event1_peak1.139s,1782608212532_failed_blow_event1_peak0.879s,0.326564,17.363330
1782608662652_blow_normal_event1_peak1.139s,1782608212532_failed_blow_event2_peak2.243s,0.266158,17.836273
1782608662652_blow_normal_event1_peak1.139s,1782608212532_failed_blow_event3_peak3.127s,0.729074,12.674452
1782608662652_blow_normal_event1_peak1.139s,1782608212532_failed_blow_event4_peak3.438s,0.567772,15.809148
1782608662652_blow_normal_event1_peak1.139s,1782608212532_failed_blow_event5_peak4.624s,0.495885,16.967898
1782608662652_blow_normal_event1_peak1.139s,1782608212532_failed_blow_event6_peak5.691s,0.641644,13.534912
1782608662652_blow_normal_event1_peak1.139s,1782608212532_failed_blow_event7_peak7.187s,0.628819,14.068907
1782608662652_blow_normal_event1_peak1.139s,1782608212532_failed_blow_event8_peak8.017s,0.820910,10.170890
1782608662652_blow_normal_event1_peak1.139s,1782608683432_failed_blow_event1_peak0.850s,0.880296,8.716191
1782608664944_blow_normal_event1_peak0.935s,1782608667017_blow_normal_event1_peak1.003s,0.916909,9.050127
1782608664944_blow_normal_event1_peak0.935s,1782608668892_blow_normal_event1_peak1.012s,0.800949,9.804974
1782608664944_blow_normal_event1_peak0.935s,1782608670794_blow_normal_event1_peak0.934s,0.901919,7.945868
1782608664944_blow_normal_event1_peak0.935s,1782608672740_blow_normal_event1_peak0.992s,0.793116,9.895622
1782608664944_blow_normal_event1_peak0.935s,1782608677735_blow_normal_event1_peak0.843s,0.884320,15.331314
1782608664944_blow_normal_event1_peak0.935s,1782608679544_blow_normal_event1_peak0.746s,0.843321,9.997689
1782608664944_blow_normal_event1_peak0.935s,1782605965032_blow_close_event1_peak0.117s,0.494092,17.113564
1782608664944_blow_normal_event1_peak0.935s,1782605965032_blow_close_event2_peak1.201s,0.821594,9.604994
1782608664944_blow_normal_event1_peak0.935s,1782605965032_blow_close_event3_peak2.431s,0.763211,10.926889
1782608664944_blow_normal_event1_peak0.935s,1782606063167_failed_blow_event1_peak5.756s,0.932658,6.104688
1782608664944_blow_normal_event1_peak0.935s,1658418647612_blow_normal_event1_peak0.402s,0.695065,11.822288
1782608664944_blow_normal_event1_peak0.935s,1658418647612_blow_normal_event2_peak2.207s,0.660796,12.112535
1782608664944_blow_normal_event1_peak0.935s,1658418647612_blow_normal_event3_peak3.536s,0.737925,12.065482
1782608664944_blow_normal_event1_peak0.935s,1658418647612_blow_normal_event4_peak4.765s,0.785353,9.926035
1782608664944_blow_normal_event1_peak0.935s,1658418647612_blow_normal_event5_peak7.402s,0.810956,10.774786
1782608664944_blow_normal_event1_peak0.935s,1782608426130_failed_blow_event1_peak0.018s,0.783906,10.509999
1782608664944_blow_normal_event1_peak0.935s,1782608426130_failed_blow_event2_peak1.056s,0.854009,11.603577
1782608664944_blow_normal_event1_peak0.935s,1782608432269_failed_blow_event1_peak0.799s,0.722979,11.066125
1782608664944_blow_normal_event1_peak0.935s,1782608432269_failed_blow_event2_peak1.919s,0.703467,13.981638
1782608664944_blow_normal_event1_peak0.935s,1782608432269_failed_blow_event3_peak2.872s,0.409147,15.621868
1782608664944_blow_normal_event1_peak0.935s,1782608436951_failed_blow_event1_peak1.043s,0.435569,16.576249
1782608664944_blow_normal_event1_peak0.935s,1782608436951_failed_blow_event2_peak1.703s,-0.152111,19.861088
1782608664944_blow_normal_event1_peak0.935s,1782608436951_failed_blow_event3_peak2.458s,0.932860,10.677194
1782608664944_blow_normal_event1_peak0.935s,1782608436951_failed_blow_event4_peak3.693s,0.444961,16.690803
1782608664944_blow_normal_event1_peak0.935s,1782608441920_failed_blow_event1_peak10.579s,0.759860,26.020053
1782608664944_blow_normal_event1_peak0.935s,1782608453936_failed_blow_event1_peak2.174s,0.226121,27.336585
1782608664944_blow_normal_event1_peak0.935s,1782608453936_failed_blow_event2_peak4.632s,0.868317,8.049915
1782608664944_blow_normal_event1_peak0.935s,1782608460487_failed_blow_event1_peak3.184s,0.480061,15.314291
1782608664944_blow_normal_event1_peak0.935s,1782608460487_failed_blow_event2_peak5.372s,0.493540,13.800138
1782608664944_blow_normal_event1_peak0.935s,1782608460487_failed_blow_event3_peak7.802s,0.789532,16.056943
1782608664944_blow_normal_event1_peak0.935s,1782608469432_failed_blow_event1_peak1.335s,0.665692,11.855446
1782608664944_blow_normal_event1_peak0.935s,1782608469432_failed_blow_event2_peak3.676s,0.424196,17.412371
1782608664944_blow_normal_event1_peak0.935s,1782608469432_failed_blow_event3_peak6.212s,-0.688018,22.610795
1782608664944_blow_normal_event1_peak0.935s,1782608469432_failed_blow_event4_peak8.373s,-0.204342,18.861723
1782608664944_blow_normal_event1_peak0.935s,1782608469432_failed_blow_event5_peak9.854s,-0.585300,21.651122
1782608664944_blow_normal_event1_peak0.935s,1782608469432_failed_blow_event6_peak11.059s,-0.399791,20.609315
1782608664944_blow_normal_event1_peak0.935s,1782608144876_failed_blow_event1_peak1.226s,0.613649,13.090572
1782608664944_blow_normal_event1_peak0.935s,1782608147589_failed_blow_event1_peak1.373s,0.453684,14.869551
1782608664944_blow_normal_event1_peak0.935s,1782608150662_failed_blow_event1_peak1.433s,0.637313,13.981648
1782608664944_blow_normal_event1_peak0.935s,1782608150662_failed_blow_event2_peak2.805s,0.795321,9.570779
1782608664944_blow_normal_event1_peak0.935s,1782608150662_failed_blow_event3_peak4.547s,0.588095,13.326754
1782608664944_blow_normal_event1_peak0.935s,1782608150662_failed_blow_event4_peak7.191s,-0.726855,27.612028
1782608664944_blow_normal_event1_peak0.935s,1782608160173_failed_blow_event1_peak1.211s,-0.094466,19.437183
1782608664944_blow_normal_event1_peak0.935s,1782608163117_failed_blow_event1_peak2.418s,-0.127631,20.633027
1782608664944_blow_normal_event1_peak0.935s,1782608163117_failed_blow_event2_peak3.891s,-0.389811,21.092670
1782608664944_blow_normal_event1_peak0.935s,1782608163117_failed_blow_event3_peak5.526s,0.365052,17.027558
1782608664944_blow_normal_event1_peak0.935s,1782608178054_failed_blow_event1_peak4.359s,0.141700,19.558523
1782608664944_blow_normal_event1_peak0.935s,1782608178054_failed_blow_event2_peak5.668s,0.149657,17.923205
1782608664944_blow_normal_event1_peak0.935s,1782608187004_failed_blow_event1_peak1.100s,0.264657,16.768648
1782608664944_blow_normal_event1_peak0.935s,1782608187004_failed_blow_event2_peak1.558s,0.367484,15.529221
1782608664944_blow_normal_event1_peak0.935s,1782608187004_failed_blow_event3_peak2.068s,0.001564,20.465445
1782608664944_blow_normal_event1_peak0.935s,1782608187004_failed_blow_event4_peak2.942s,0.194395,17.349456
1782608664944_blow_normal_event1_peak0.935s,1782608191941_failed_blow_event1_peak9.470s,0.789573,15.228643
1782608664944_blow_normal_event1_peak0.935s,1782608203595_failed_blow_event1_peak0.995s,-0.551080,22.504697
1782608664944_blow_normal_event1_peak0.935s,1782608212532_failed_blow_event1_peak0.879s,0.394886,16.028379
1782608664944_blow_normal_event1_peak0.935s,1782608212532_failed_blow_event2_peak2.243s,0.385364,16.487428
1782608664944_blow_normal_event1_peak0.935s,1782608212532_failed_blow_event3_peak3.127s,0.790306,14.524254
1782608664944_blow_normal_event1_peak0.935s,1782608212532_failed_blow_event4_peak3.438s,0.618637,12.879352
1782608664944_blow_normal_event1_peak0.935s,1782608212532_failed_blow_event5_peak4.624s,0.564629,13.863748
1782608664944_blow_normal_event1_peak0.935s,1782608212532_failed_blow_event6_peak5.691s,0.714268,12.544208
1782608664944_blow_normal_event1_peak0.935s,1782608212532_failed_blow_event7_peak7.187s,0.700823,11.135500
1782608664944_blow_normal_event1_peak0.935s,1782608212532_failed_blow_event8_peak8.017s,0.881549,8.546753
1782608664944_blow_normal_event1_peak0.935s,1782608683432_failed_blow_event1_peak0.850s,0.907574,11.400334
1782608667017_blow_normal_event1_peak1.003s,1782608668892_blow_normal_event1_peak1.012s,0.871795,8.351023
1782608667017_blow_normal_event1_peak1.003s,1782608670794_blow_normal_event1_peak0.934s,0.858168,8.400990
1782608667017_blow_normal_event1_peak1.003s,1782608672740_blow_normal_event1_peak0.992s,0.890750,10.231477
1782608667017_blow_normal_event1_peak1.003s,1782608677735_blow_normal_event1_peak0.843s,0.935434,10.363973
1782608667017_blow_normal_event1_peak1.003s,1782608679544_blow_normal_event1_peak0.746s,0.894948,7.068429
1782608667017_blow_normal_event1_peak1.003s,1782605965032_blow_close_event1_peak0.117s,0.369706,22.759229
1782608667017_blow_normal_event1_peak1.003s,1782605965032_blow_close_event2_peak1.201s,0.874576,8.474197
1782608667017_blow_normal_event1_peak1.003s,1782605965032_blow_close_event3_peak2.431s,0.877392,8.294510
1782608667017_blow_normal_event1_peak1.003s,1782606063167_failed_blow_event1_peak5.756s,0.894595,8.655801
1782608667017_blow_normal_event1_peak1.003s,1658418647612_blow_normal_event1_peak0.402s,0.839359,8.850126
1782608667017_blow_normal_event1_peak1.003s,1658418647612_blow_normal_event2_peak2.207s,0.799153,10.479684
1782608667017_blow_normal_event1_peak1.003s,1658418647612_blow_normal_event3_peak3.536s,0.835151,9.207459
1782608667017_blow_normal_event1_peak1.003s,1658418647612_blow_normal_event4_peak4.765s,0.887106,8.856731
1782608667017_blow_normal_event1_peak1.003s,1658418647612_blow_normal_event5_peak7.402s,0.898399,7.819600
1782608667017_blow_normal_event1_peak1.003s,1782608426130_failed_blow_event1_peak0.018s,0.850808,11.986501
1782608667017_blow_normal_event1_peak1.003s,1782608426130_failed_blow_event2_peak1.056s,0.785312,12.065519
1782608667017_blow_normal_event1_peak1.003s,1782608432269_failed_blow_event1_peak0.799s,0.613252,17.140592
1782608667017_blow_normal_event1_peak1.003s,1782608432269_failed_blow_event2_peak1.919s,0.569417,19.065591
1782608667017_blow_normal_event1_peak1.003s,1782608432269_failed_blow_event3_peak2.872s,0.291734,19.631306
1782608667017_blow_normal_event1_peak1.003s,1782608436951_failed_blow_event1_peak1.043s,0.267247,21.420435
1782608667017_blow_normal_event1_peak1.003s,1782608436951_failed_blow_event2_peak1.703s,-0.117670,22.397598
1782608667017_blow_normal_event1_peak1.003s,1782608436951_failed_blow_event3_peak2.458s,0.951935,6.367871
1782608667017_blow_normal_event1_peak1.003s,1782608436951_failed_blow_event4_peak3.693s,0.452506,18.561054
1782608667017_blow_normal_event1_peak1.003s,1782608441920_failed_blow_event1_peak10.579s,0.698517,22.405499
1782608667017_blow_normal_event1_peak1.003s,1782608453936_failed_blow_event1_peak2.174s,0.251265,25.386459
1782608667017_blow_normal_event1_peak1.003s,1782608453936_failed_blow_event2_peak4.632s,0.800492,12.798838
1782608667017_blow_normal_event1_peak1.003s,1782608460487_failed_blow_event1_peak3.184s,0.355785,18.227684
1782608667017_blow_normal_event1_peak1.003s,1782608460487_failed_blow_event2_peak5.372s,0.465694,16.532496
1782608667017_blow_normal_event1_peak1.003s,1782608460487_failed_blow_event3_peak7.802s,0.666315,15.387738
1782608667017_blow_normal_event1_peak1.003s,1782608469432_failed_blow_event1_peak1.335s,0.591868,15.297527
1782608667017_blow_normal_event1_peak1.003s,1782608469432_failed_blow_event2_peak3.676s,0.272279,19.076804
1782608667017_blow_normal_event1_peak1.003s,1782608469432_failed_blow_event3_peak6.212s,-0.619406,24.852165
1782608667017_blow_normal_event1_peak1.003s,1782608469432_failed_blow_event4_peak8.373s,-0.143692,20.942874
1782608667017_blow_normal_event1_peak1.003s,1782608469432_failed_blow_event5_peak9.854s,-0.490519,23.093750
1782608667017_blow_normal_event1_peak1.003s,1782608469432_failed_blow_event6_peak11.059s,-0.206127,21.225813
1782608667017_blow_normal_event1_peak1.003s,1782608144876_failed_blow_event1_peak1.226s,0.624971,15.793144
1782608667017_blow_normal_event1_peak1.003s,1782608147589_failed_blow_event1_peak1.373s,0.313548,17.825539
1782608667017_blow_normal_event1_peak1.003s,1782608150662_failed_blow_event1_peak1.433s,0.687203,12.770452
1782608667017_blow_normal_event1_peak1.003s,1782608150662_failed_blow_event2_peak2.805s,0.750093,11.942618
1782608667017_blow_normal_event1_peak1.003s,1782608150662_failed_blow_event3_peak4.547s,0.579134,15.171233
1782608667017_blow_normal_event1_peak1.003s,1782608150662_failed_blow_event4_peak7.191s,-0.691443,29.018537
1782608667017_blow_normal_event1_peak1.003s,1782608160173_failed_blow_event1_peak1.211s,-0.128015,22.272179
1782608667017_blow_normal_event1_peak1.003s,1782608163117_failed_blow_event1_peak2.418s,-0.239642,22.750072
1782608667017_blow_normal_event1_peak1.003s,1782608163117_failed_blow_event2_peak3.891s,-0.529040,24.312451
1782608667017_blow_normal_event1_peak1.003s,1782608163117_failed_blow_event3_peak5.526s,0.223151,22.414231
1782608667017_blow_normal_event1_peak1.003s,1782608178054_failed_blow_event1_peak4.359s,0.062974,24.346152
1782608667017_blow_normal_event1_peak1.003s,1782608178054_failed_blow_event2_peak5.668s,-0.039558,22.592905
1782608667017_blow_normal_event1_peak1.003s,1782608187004_failed_blow_event1_peak1.100s,0.237738,19.796988
1782608667017_blow_normal_event1_peak1.003s,1782608187004_failed_blow_event2_peak1.558s,0.326241,18.705236
1782608667017_blow_normal_event1_peak1.003s,1782608187004_failed_blow_event3_peak2.068s,-0.130768,23.507712
1782608667017_blow_normal_event1_peak1.003s,1782608187004_failed_blow_event4_peak2.942s,0.130753,21.968816
1782608667017_blow_normal_event1_peak1.003s,1782608191941_failed_blow_event1_peak9.470s,0.829682,19.483969
1782608667017_blow_normal_event1_peak1.003s,1782608203595_failed_blow_event1_peak0.995s,-0.518095,24.495591
1782608667017_blow_normal_event1_peak1.003s,1782608212532_failed_blow_event1_peak0.879s,0.235665,18.387450
1782608667017_blow_normal_event1_peak1.003s,1782608212532_failed_blow_event2_peak2.243s,0.233104,18.350250
1782608667017_blow_normal_event1_peak1.003s,1782608212532_failed_blow_event3_peak3.127s,0.875054,9.895685
1782608667017_blow_normal_event1_peak1.003s,1782608212532_failed_blow_event4_peak3.438s,0.498031,17.804723
1782608667017_blow_normal_event1_peak1.003s,1782608212532_failed_blow_event5_peak4.624s,0.444809,18.032709
1782608667017_blow_normal_event1_peak1.003s,1782608212532_failed_blow_event6_peak5.691s,0.663137,13.714219
1782608667017_blow_normal_event1_peak1.003s,1782608212532_failed_blow_event7_peak7.187s,0.594067,14.795558
1782608667017_blow_normal_event1_peak1.003s,1782608212532_failed_blow_event8_peak8.017s,0.774639,11.752318
1782608667017_blow_normal_event1_peak1.003s,1782608683432_failed_blow_event1_peak0.850s,0.948799,6.572159
1782608668892_blow_normal_event1_peak1.012s,1782608670794_blow_normal_event1_peak0.934s,0.804638,9.718326
1782608668892_blow_normal_event1_peak1.012s,1782608672740_blow_normal_event1_peak0.992s,0.836104,8.186757
1782608668892_blow_normal_event1_peak1.012s,1782608677735_blow_normal_event1_peak0.843s,0.881170,14.065358
1782608668892_blow_normal_event1_peak1.012s,1782608679544_blow_normal_event1_peak0.746s,0.903697,6.753803
1782608668892_blow_normal_event1_peak1.012s,1782605965032_blow_close_event1_peak0.117s,0.242705,20.945476
1782608668892_blow_normal_event1_peak1.012s,1782605965032_blow_close_event2_peak1.201s,0.853726,7.822913
1782608668892_blow_normal_event1_peak1.012s,1782605965032_blow_close_event3_peak2.431s,0.886809,7.143875
1782608668892_blow_normal_event1_peak1.012s,1782606063167_failed_blow_event1_peak5.756s,0.836792,9.486746
1782608668892_blow_normal_event1_peak1.012s,1658418647612_blow_normal_event1_peak0.402s,0.848193,7.443637
1782608668892_blow_normal_event1_peak1.012s,1658418647612_blow_normal_event2_peak2.207s,0.827689,8.684992
1782608668892_blow_normal_event1_peak1.012s,1658418647612_blow_normal_event3_peak3.536s,0.869922,7.992016
1782608668892_blow_normal_event1_peak1.012s,1658418647612_blow_normal_event4_peak4.765s,0.881328,7.110707
1782608668892_blow_normal_event1_peak1.012s,1658418647612_blow_normal_event5_peak7.402s,0.900849,7.436004
1782608668892_blow_normal_event1_peak1.012s,1782608426130_failed_blow_event1_peak0.018s,0.890634,7.511652
1782608668892_blow_normal_event1_peak1.012s,1782608426130_failed_blow_event2_peak1.056s,0.695441,12.632711
1782608668892_blow_normal_event1_peak1.012s,1782608432269_failed_blow_event1_peak0.799s,0.451303,16.025919
1782608668892_blow_normal_event1_peak1.012s,1782608432269_failed_blow_event2_peak1.919s,0.484260,17.406657
1782608668892_blow_normal_event1_peak1.012s,1782608432269_failed_blow_event3_peak2.872s,0.127340,18.266238
1782608668892_blow_normal_event1_peak1.012s,1782608436951_failed_blow_event1_peak1.043s,0.201315,19.446216
1782608668892_blow_normal_event1_peak1.012s,1782608436951_failed_blow_event2_peak1.703s,0.013006,19.016686
1782608668892_blow_normal_event1_peak1.012s,1782608436951_failed_blow_event3_peak2.458s,0.888250,9.422982
1782608668892_blow_normal_event1_peak1.012s,1782608436951_failed_blow_event4_peak3.693s,0.513019,16.424214
1782608668892_blow_normal_event1_peak1.012s,1782608441920_failed_blow_event1_peak10.579s,0.571970,25.757274
1782608668892_blow_normal_event1_peak1.012s,1782608453936_failed_blow_event1_peak2.174s,0.098152,28.004883
1782608668892_blow_normal_event1_peak1.012s,1782608453936_failed_blow_event2_peak4.632s,0.755355,11.481537
1782608668892_blow_normal_event1_peak1.012s,1782608460487_failed_blow_event1_peak3.184s,0.293748,17.898554
1782608668892_blow_normal_event1_peak1.012s,1782608460487_failed_blow_event2_peak5.372s,0.433725,14.081664
1782608668892_blow_normal_event1_peak1.012s,1782608460487_failed_blow_event3_peak7.802s,0.554982,18.318705
1782608668892_blow_normal_event1_peak1.012s,1782608469432_failed_blow_event1_peak1.335s,0.466473,14.292044
1782608668892_blow_normal_event1_peak1.012s,1782608469432_failed_blow_event2_peak3.676s,0.186968,18.105076
1782608668892_blow_normal_event1_peak1.012s,1782608469432_failed_blow_event3_peak6.212s,-0.544771,21.510457
1782608668892_blow_normal_event1_peak1.012s,1782608469432_failed_blow_event4_peak8.373s,-0.081155,17.815052
1782608668892_blow_normal_event1_peak1.012s,1782608469432_failed_blow_event5_peak9.854s,-0.388822,19.797121
1782608668892_blow_normal_event1_peak1.012s,1782608469432_failed_blow_event6_peak11.059s,-0.113693,18.199279
1782608668892_blow_normal_event1_peak1.012s,1782608144876_failed_blow_event1_peak1.226s,0.574818,13.339689
1782608668892_blow_normal_event1_peak1.012s,1782608147589_failed_blow_event1_peak1.373s,0.189340,16.325342
1782608668892_blow_normal_event1_peak1.012s,1782608150662_failed_blow_event1_peak1.433s,0.580201,14.494849
1782608668892_blow_normal_event1_peak1.012s,1782608150662_failed_blow_event2_peak2.805s,0.641790,12.003411
1782608668892_blow_normal_event1_peak1.012s,1782608150662_failed_blow_event3_peak4.547s,0.467206,13.884931
1782608668892_blow_normal_event1_peak1.012s,1782608150662_failed_blow_event4_peak7.191s,-0.706162,25.784981
1782608668892_blow_normal_event1_peak1.012s,1782608160173_failed_blow_event1_peak1.211s,-0.151931,20.128683
1782608668892_blow_normal_event1_peak1.012s,1782608163117_failed_blow_event1_peak2.418s,-0.400020,19.701537
1782608668892_blow_normal_event1_peak1.012s,1782608163117_failed_blow_event2_peak3.891s,-0.628812,21.566741
1782608668892_blow_normal_event1_peak1.012s,1782608163117_failed_blow_event3_peak5.526s,0.185341,20.554402
1782608668892_blow_normal_event1_peak1.012s,1782608178054_failed_blow_event1_peak4.359s,0.111195,22.428884
1782608668892_blow_normal_event1_peak1.012s,1782608178054_failed_blow_event2_peak5.668s,-0.060026,20.782117
1782608668892_blow_normal_event1_peak1.012s,1782608187004_failed_blow_event1_peak1.100s,0.175078,18.729937
1782608668892_blow_normal_event1_peak1.012s,1782608187004_failed_blow_event2_peak1.558s,0.313636,16.689004
1782608668892_blow_normal_event1_peak1.012s,1782608187004_failed_blow_event3_peak2.068s,-0.136601,21.320333
1782608668892_blow_normal_event1_peak1.012s,1782608187004_failed_blow_event4_peak2.942s,0.157538,19.479521
1782608668892_blow_normal_event1_peak1.012s,1782608191941_failed_blow_event1_peak9.470s,0.840333,16.394105
1782608668892_blow_normal_event1_peak1.012s,1782608203595_failed_blow_event1_peak0.995s,-0.549783,21.269828
1782608668892_blow_normal_event1_peak1.012s,1782608212532_failed_blow_event1_peak0.879s,0.106049,17.003175
1782608668892_blow_normal_event1_peak1.012s,1782608212532_failed_blow_event2_peak2.243s,0.075570,15.955772
1782608668892_blow_normal_event1_peak1.012s,1782608212532_failed_blow_event3_peak3.127s,0.842611,13.075879
1782608668892_blow_normal_event1_peak1.012s,1782608212532_failed_blow_event4_peak3.438s,0.327167,15.260285
